,Sector,Brand,Product,Segment,Family,Class
816,Health and Personal Care Products,Colgate-Palmolive,Palmolive Naturals Soap,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
817,Health and Personal Care Products,Colgate-Palmolive,Colgate Total Whitening Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
818,Health and Personal Care Products,Colgate-Palmolive,Colgate Professional Whitening Gel,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
819,Health and Personal Care Products,Colgate-Palmolive,Colgate Mouthwash for Dry Mouth,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
820,Health and Personal Care Products,Pfizer (in terms of health products),Lipitor (Atorvastatin) - Used for lowering cholesterol.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
821,Health and Personal Care Products,Pfizer (in terms of health products),Viagra (Sildenafil) - Used for treating erectile dysfunction.,Healthcare,Health Treatments/Aids,Bladder/Genital/Rectal Products
822,Health and Personal Care Products,Pfizer (in terms of health products),Lyrica (Pregabalin) - Used for nerve pain and certain types of seizures.,Healthcare,Health Treatments/Aids,Pain Relief Products
823,Health and Personal Care Products,Pfizer (in terms of health products),Celebrex (Celecoxib) - A nonsteroidal anti-inflammatory drug (NSAID) used for pain and inflammation.,Healthcare,Health Treatments/Aids,Pain Relief Products
824,Health and Personal Care Products,Pfizer (in terms of health products),Zoloft (Sertraline) - An antidepressant used for depression and anxiety disorders.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
825,Health and Personal Care Products,Pfizer (in terms of health products),Diflucan (Fluconazole) - An antifungal medication used to treat infections.,Healthcare,Health Treatments/Aids,Pain Relief Products
826,Health and Personal Care Products,Pfizer (in terms of health products),Procrit (Epoetin alfa) - Used to treat anemia.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
827,Health and Personal Care Products,Pfizer (in terms of health products),Enbrel (Etanercept) - Used to treat autoimmune diseases like rheumatoid arthritis.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
828,Health and Personal Care Products,Pfizer (in terms of health products),Xeljanz (Tofacitinib) - Used for rheumatoid arthritis and ulcerative colitis.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
829,Health and Personal Care Products,Pfizer (in terms of health products),Toradol (Ketorolac) - Used for short-term management of moderate to severe pain.,Healthcare,Health Treatments/Aids,Pain Relief Products
830,Health and Personal Care Products,Pfizer (in terms of health products),Chantix (Varenicline) - Aids in smoking cessation.,Healthcare,Health Treatments/Aids,Anti-smoking Aids
831,Health and Personal Care Products,Pfizer (in terms of health products),Prevnar 13 - A vaccine for pneumococcal disease.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
832,Health and Personal Care Products,Pfizer (in terms of health products),Eliquis (Apixaban) - An anticoagulant for reducing the risk of stroke.,Healthcare,Health Treatments/Aids,Anti-smoking Aids
833,Health and Personal Care Products,Pfizer (in terms of health products),Ibrance (Palbociclib) - Used for certain types of breast cancer.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
834,Health and Personal Care Products,Pfizer (in terms of health products),Breztri Aerosphere (Breztri) - A fixed-dose combination inhaler for asthma and COPD.,Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
835,Health and Personal Care Products,Pfizer (in terms of health products),Abraxane (Paclitaxel protein-bound particles) - Used for certain cancers.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
836,Health and Personal Care Products,Pfizer (in terms of health products),Toviaz (Solifenacin) - Used for overactive bladder.,Healthcare,Health Treatments/Aids,Bladder/Genital/Rectal Products
837,Health and Personal Care Products,Pfizer (in terms of health products),Quillivant XR - A treatment for ADHD in children.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
838,Health and Personal Care Products,Pfizer (in terms of health products),Sutent (Sunitinib) - An oral medication for cancer.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
839,Health and Personal Care Products,Pfizer (in terms of health products),Braftovi (Encorafenib) - Used for certain types of melanoma.,Healthcare,Pharmaceutical Drugs,Pharmaceutical Drugs
840,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Voluminous Lash Paradise Mascara,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
841,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Infallible Pro-Matte Foundation,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
842,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris True Match Liquid Foundation,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
843,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Age Perfect Radiant Serum Foundation,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
844,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Magic Root Cover Up,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
845,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Colorista Semi-Permanent Hair Color,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
846,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Revitalift Anti-Aging Moisturizer,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
847,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Pure Sugar Scrub,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
848,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Elnett Satin Hairspray,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
849,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Casting CrâˆšÂ®me Gloss Hair Color,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
850,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Glow Lustrous Highlighting Drops,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
851,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Hydra Genius Daily Liquid Care,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
852,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Elvive Extraordinary Oil,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
853,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Revitalift Derm Intensives 1.5% Hyaluronic Acid Serum,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
854,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris 3-in-1 Foaming Cleanser,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
855,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Skin Paradise Tinted Water Cream,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
856,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Infallible Pro-Glow Foundation,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
857,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Bright Reveal Brightening Daily Peel Pads,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
858,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Dream Lengths Shampoo and Conditioner,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
859,Health and Personal Care Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Men Expert Hydra Energetic Moisturizer,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
860,Health and Personal Care Products,Reckitt Benckiser,L'OrâˆšÂ©al Paris Men Expert Hydra Energetic Moisturizer,Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
861,Health and Personal Care Products,Reckitt Benckiser,Lysol (disinfectants and sanitizers),Beauty/Personal Care/Hygiene,Personal Hygiene Products,General Personal Hygiene
862,Health and Personal Care Products,Reckitt Benckiser,Nurofen (pain relief),Healthcare,Health Treatments/Aids,Pain Relief Products
863,Health and Personal Care Products,Reckitt Benckiser,Strepsils (throat lozenges),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
864,Health and Personal Care Products,Reckitt Benckiser,Durex (condoms and sexual health products),Beauty/Personal Care/Hygiene,Personal Intimacy,Sexual Toys/Aids
865,Health and Personal Care Products,Reckitt Benckiser,Neutrogena (skin care),Beauty/Personal Care/Hygiene,Skin Products,Skin Care
866,Health and Personal Care Products,Reckitt Benckiser,Clearasil (acne treatment),Healthcare,Health Treatments/Aids,Skin/Scalp Aid Products
867,Health and Personal Care Products,Reckitt Benckiser,Veet (hair removal products),Beauty/Personal Care/Hygiene,Hair Products,Hair Removal/Masking Products
868,Health and Personal Care Products,Reckitt Benckiser,Mucinex (cold and flu relief),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
869,Health and Personal Care Products,Reckitt Benckiser,Finish (dishwashing products with health aspects),Cleaning/Hygiene Products,Cleaning Products,Dish Care
870,Health and Personal Care Products,Reckitt Benckiser,Air Wick (air freshener),Cleaning/Hygiene Products,Cleaning Products,Fresheners/Deodorisers
871,Health and Personal Care Products,Reckitt Benckiser,Calgon (bath additives),Beauty/Personal Care/Hygiene,Skin Products,Body Washing
872,Health and Personal Care Products,Reckitt Benckiser,Scholl (foot care products),Healthcare,Health Treatments/Aids,Foot/Leg Care/Treatments
873,Health and Personal Care Products,Reckitt Benckiser,Gaviscon (heartburn treatment),Healthcare,Health Treatments/Aids,Gastrointestinal Remedy Products
874,Health and Personal Care Products,Reckitt Benckiser,Difflam (pain relief spray for throat),Healthcare,Health Treatments/Aids,Pain Relief Products
875,Health and Personal Care Products,Reckitt Benckiser,"Vanish (stain removers, some applications in health)",Cleaning/Hygiene Products,Cleaning Products,Laundry
876,Health and Personal Care Products,Reckitt Benckiser,Cillit Bang (cleaning agents with antiseptic properties),Cleaning/Hygiene Products,Cleaning Products,Cleaners
877,Health and Personal Care Products,Reckitt Benckiser,Resolve (carpet cleaners with antibacterial qualities),Cleaning/Hygiene Products,Cleaning Products,Cleaners
878,Health and Personal Care Products,Reckitt Benckiser,Harpic (toilet cleaners),Cleaning/Hygiene Products,Cleaning Products,Cleaners
879,Health and Personal Care Products,Reckitt Benckiser,Easy-Off (oven cleaner),Cleaning/Hygiene Products,Cleaning Products,Cleaners
880,Health and Personal Care Products,GlaxoSmithKline (GSK),Sensodyne Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
881,Health and Personal Care Products,GlaxoSmithKline (GSK),Panadol (Paracetamol),Healthcare,Health Treatments/Aids,Pain Relief Products
882,Health and Personal Care Products,GlaxoSmithKline (GSK),Voltaren Gel (Diclofenac),Healthcare,Health Treatments/Aids,Pain Relief Products
883,Health and Personal Care Products,GlaxoSmithKline (GSK),Theraflu (Cold and Flu Relief),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
884,Health and Personal Care Products,GlaxoSmithKline (GSK),Nicorette (Nicotine Replacement Therapy),Healthcare,Health Treatments/Aids,Habit Treatment
885,Health and Personal Care Products,GlaxoSmithKline (GSK),Aquafresh Toothpaste,Beauty/Personal Care/Hygiene,Personal Hygiene Products,Oral Hygiene
886,Health and Personal Care Products,GlaxoSmithKline (GSK),"Advil (Ibuprofen) â€šÃ„Ã¬ Note: It's more closely aligned with Pfizer, but often associated.",Healthcare,Health Treatments/Aids,Pain Relief Products
887,Health and Personal Care Products,GlaxoSmithKline (GSK),Flonase (Fluticasone Propionate),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
888,Health and Personal Care Products,GlaxoSmithKline (GSK),Tums (Calcium Carbonate) â€šÃ„Ã¬ Note: Owned by GSK but produced by GlaxoSmithKline Consumer Healthcare.,Healthcare,Health Treatments/Aids,Gastrointestinal Remedy Products
889,Health and Personal Care Products,GlaxoSmithKline (GSK),Alli (Weight Loss Aid),Healthcare,Health Enhancement,Dietary Aids
890,Health and Personal Care Products,GlaxoSmithKline (GSK),Centrum Multivitamins,Healthcare,Health Enhancement,Vitamins/Minerals/Nutritional Supplements
891,Health and Personal Care Products,GlaxoSmithKline (GSK),Nicoderm CQ (Nicotine Patch),Healthcare,Health Treatments/Aids,Habit Treatment
892,Health and Personal Care Products,GlaxoSmithKline (GSK),Excedrin (Pain Relief),Healthcare,Health Treatments/Aids,Pain Relief Products
893,Health and Personal Care Products,GlaxoSmithKline (GSK),Poligrip (Dentures Adhesive),Healthcare,Health Treatments/Aids,Oral/Mouth Treatments
894,Health and Personal Care Products,GlaxoSmithKline (GSK),Bonjela (Oral Gel for Mouth Sores),Healthcare,Health Treatments/Aids,Oral/Mouth Treatments
895,Health and Personal Care Products,GlaxoSmithKline (GSK),Panadol Extra (Pain Relief),Healthcare,Health Treatments/Aids,Pain Relief Products
896,Health and Personal Care Products,GlaxoSmithKline (GSK),Theraflu Day/Night (Cold Relief),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
897,Health and Personal Care Products,GlaxoSmithKline (GSK),Voltaren Emulgel,Healthcare,Health Treatments/Aids,Pain Relief Products
898,Health and Personal Care Products,GlaxoSmithKline (GSK),Chloraseptic (Throat Spray),Healthcare,Health Treatments/Aids,Respiratory/Allergy Products
899,Health and Personal Care Products,GlaxoSmithKline (GSK),MaxiTiec (Complementary Healthcare),Healthcare,Health Treatments/Aids,Flower/Homoeopathic/Homeopathic Remedies
900,Home and Garden Supplies,Home Depot,"Lawn Mowers (e.g., gas, electric, robotic)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
901,Home and Garden Supplies,Home Depot,"Pressure Washers (for cleaning patios, decks, siding)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
902,Home and Garden Supplies,Home Depot,Garden Hoses (various lengths and materials),Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
903,Home and Garden Supplies,Home Depot,"Outdoor Furniture (patio sets, loungers)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Furniture/Furnishings
904,Home and Garden Supplies,Home Depot,"Grills and Smokers (gas, charcoal, electric)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Cooking/Heating Appliances
905,Home and Garden Supplies,Home Depot,Flower Pots and Planters (various sizes and styles),Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Floral/Plant Accessories
906,Home and Garden Supplies,Home Depot,"Soil and Mulch (potting soil, landscape fabric)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
907,Home and Garden Supplies,Home Depot,"Fertilizers (granular, liquid formats for various plants)",Pest/Plant Control Products,Pest/Plant Control Products,Plant Chemicals or Natural/Treatments
908,Home and Garden Supplies,Home Depot,"Pest Control Products (insect sprays, traps)",Pest/Plant Control Products,Pest/Plant Control Products,Pest/Plant Control Products
909,Home and Garden Supplies,Home Depot,"Hand Tools (shovels, rakes, pruners)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
910,Home and Garden Supplies,Home Depot,"Outdoor Lighting (string lights, solar lights, path lights)",Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
911,Home and Garden Supplies,Home Depot,"Seeds and Bulbs (vegetables, flowers, herbs)",Horticulture Plants,Bulbs/Corms/Rhizomes/Tubers,Bulbs/Corms/Rhizomes/Tubers
